75  67  111 83  46  52  72  54  41  77  78
76  36  80  70  75  21  91  85  72  106 107
77  118 98  70  55  131 59  75  78  24  23
78  36  66  38  65  49  43  99  86  58  59
79  37  35  21  96  50  42  130 117 69  82
80  39  65  37  66  52  40  100 87  55  56
81  39  83  55  48  42  50  82  69  65  66
82  79  43  21  102 92  10  136 123 75  88
83  42  28  16  103 55  37  137 124 76  89
84  92  118 90  29  105 79  49  52  14  3
85  69  43  15  88  82  10  122 109 61  74
86  29  27  29  104 42  50  138 125 77  90
87  117 83  59  54  130 44  82  77  23  34
88  55  99  71  32  44  60  66  53  63  64
89  106 86  58  45  119 47  79  66  18  31
90  104 148 120 29  89  109 17  6 60  61
91  38  20  20  111 51  41  145 132 84  97
92  21  49  37  82  34  58  116 103 73  74
93  48  40  12  91  61  31  125 112 64  77
94  94  58  36  87  107 15  121 108 60  73
95  23  21  41  110 38  62  144 131 83  96
96  89  85  57  46  102 46  80  67  19  32
97  8 40  50  91  21  71  125 112 86  87
98  57  101 73  58  42  74  64  51  89  90
99  68  112 84  69  53  85  53  46  100 101
100 26  30  32  101 39  53  135 122 74  87;














